"MouseGene","MUSENSG","HumanGene"
"Rab5c","ENSMUSG00000019173","RAB5C"
"Rab6a","ENSMUSG00000030704","RAB6A"
"Dennd5a","ENSMUSG00000035901","DENND5A"
"Kif20a","ENSMUSG00000003779","KIF20A"
"Rab7","ENSMUSG00000079477","RAB7A"
"Rabggtb","ENSMUSG00000038975","RABGGTB"
"Rac1","ENSMUSG00000001847","RAC1"
"Rac2","ENSMUSG00000033220","RAC2"
"Rad1","ENSMUSG00000022248","RAD1"
"Rad17","ENSMUSG00000021635","RAD17"
"Rad21","ENSMUSG00000022314","RAD21"
"Rad23a","ENSMUSG00000003813","RAD23A"
"Rad23b","ENSMUSG00000028426","RAD23B"
"Rad50","ENSMUSG00000020380","RAD50"
"Rad51","ENSMUSG00000027323","RAD51"
"Rad51ap1","ENSMUSG00000030346","RAD51AP1"
"Rad51b","ENSMUSG00000059060","RAD51B"
"Rad51d","ENSMUSG00000018841","RAD51D"
"Rad52","ENSMUSG00000030166","RAD52"
"Rad54l","ENSMUSG00000028702","RAD54L"
"Rad9a","ENSMUSG00000024824","RAD9A"
"Rag1","ENSMUSG00000061311","RAG1"
"Rag2","ENSMUSG00000032864","RAG2"
"Rab34","ENSMUSG00000002059","RAB34"
"Rai1","ENSMUSG00000062115","RAI1"
"Aldh1a2","ENSMUSG00000013584","ALDH1A2"
"Raly","ENSMUSG00000027593","RALY"
"Ran","ENSMUSG00000029430","RAN"
"Ranbp1","ENSMUSG00000005732","RANBP1"
"Rangap1","ENSMUSG00000022391","RANGAP1"
"Rasgrp2","ENSMUSG00000032946","RASGRP2"
"Rapsn","ENSMUSG00000002104","RAPSN"
"Rara","ENSMUSG00000037992","RARA"
"Rarg","ENSMUSG00000001288","RARG"
"Rasa3","ENSMUSG00000031453","RASA3"
"Rasal1","ENSMUSG00000029602","RASAL1"
"Rasd1","ENSMUSG00000049892","RASD1"
"Rasgrf1","ENSMUSG00000032356","RASGRF1"
"Rasgrf2","ENSMUSG00000021708","RASGRF2"
"Rasgrp1","ENSMUSG00000027347","RASGRP1"
"Rax","ENSMUSG00000024518","RAX"
"Rb1","ENSMUSG00000022105","RB1"
"Rbbp4","ENSMUSG00000057236","RBBP4"
"Rbbp6","ENSMUSG00000030779","RBBP6"
"Robo3","ENSMUSG00000032128","ROBO3"
"Rbl1","ENSMUSG00000027641","RBL1"
"Rbl2","ENSMUSG00000031666","RBL2"
"Rbm3","ENSMUSG00000031167","RBM3"
"Rbm4","ENSMUSG00000094936","RBM4"
"Rbm6","ENSMUSG00000032582","RBM6"
"Rbmx","ENSMUSG00000031134","RBMX"
"Rbp1","ENSMUSG00000046402","RBP1"
"Rbp2","ENSMUSG00000032454","RBP2"
"Rbp3","ENSMUSG00000041534","RBP3"
"Rbp4","ENSMUSG00000024990","RBP4"
"Rbpms","ENSMUSG00000031586","RBPMS"
"Rbpj","ENSMUSG00000039191","RBPJ"
"Rbpjl","ENSMUSG00000017007","RBPJL"
"Rce1","ENSMUSG00000024889","RCE1"
"Rcn1","ENSMUSG00000005973","RCN1"
"Rcvrn","ENSMUSG00000020907","RCVRN"
"Pitpnm2","ENSMUSG00000029406","PITPNM2"
"Rdh5","ENSMUSG00000025350","RDH5"
"Rdh16","ENSMUSG00000069456","RDH16"
"Rdx","ENSMUSG00000032050","RDX"
"Rfc1","ENSMUSG00000029191","RFC1"
"Recql","ENSMUSG00000030243","RECQL"
"Reg1","ENSMUSG00000059654","REG1A"
"Reg2","ENSMUSG00000023140","REG1B"
"Reg3g","ENSMUSG00000030017","REG3G"
"Rel","ENSMUSG00000020275","REL"
"Rela","ENSMUSG00000024927","RELA"
"Relb","ENSMUSG00000002983","RELB"
"Reln","ENSMUSG00000042453","RELN"
"Rem1","ENSMUSG00000000359","REM1"
"Ren1","ENSMUSG00000070645","REN"
"Renbp","ENSMUSG00000031387","RENBP"
"Upf1","ENSMUSG00000058301","UPF1"
"Reps1","ENSMUSG00000019854","REPS1"
"Dpf2","ENSMUSG00000024826","DPF2"
"Resp18","ENSMUSG00000033061","RESP18"
"Rest","ENSMUSG00000029249","REST"
"Ret","ENSMUSG00000030110","RET"
"Rev3l","ENSMUSG00000019841","REV3L"
"Rfc2","ENSMUSG00000023104","RFC2"
"Rfng","ENSMUSG00000025158","RFNG"
"Trim27","ENSMUSG00000021326","TRIM27"
"Rfx1","ENSMUSG00000031706","RFX1"
"Rfx2","ENSMUSG00000024206","RFX2"
"Rfx3","ENSMUSG00000040929","RFX3"
"Rfxank","ENSMUSG00000036120","RFXANK"
"Slc50a1","ENSMUSG00000027953","SLC50A1"
"Ralgds","ENSMUSG00000026821","RALGDS"
"Rgl1","ENSMUSG00000026482","RGL1"
"Rgl2","ENSMUSG00000041354","RGL2"
"Rgn","ENSMUSG00000023070","RGN"
"Rgs16","ENSMUSG00000026475","RGS16"
"Rgs2","ENSMUSG00000026360","RGS2"
"Rgs4","ENSMUSG00000038530","RGS4"
"Rgs5","ENSMUSG00000026678","RGS5"
"Rgs9","ENSMUSG00000020599","RGS9"
"Rhag","ENSMUSG00000023926","RHAG"
"Rheb","ENSMUSG00000028945","RHEB"
"Rnase1","ENSMUSG00000035896","RNASE1"
"Rit2","ENSMUSG00000057455","RIT2"
"Ring1","ENSMUSG00000024325","RING1"
"Ralbp1","ENSMUSG00000024096","RALBP1"
"Ripk1","ENSMUSG00000021408","RIPK1"
"Rit1","ENSMUSG00000028057","RIT1"
"Rlbp1","ENSMUSG00000039194","RLBP1"
"Rln1","ENSMUSG00000039097","RLN1"
"Xpr1","ENSMUSG00000026469","XPR1"
"Uri1","ENSMUSG00000030421","URI1"
"Rnaseh1","ENSMUSG00000020630","RNASEH1"
"Rlim","ENSMUSG00000056537","RLIM"
"Rnf2","ENSMUSG00000026484","RNF2"
"Rnf4","ENSMUSG00000029110","RNF4"
"Rnf7","ENSMUSG00000051234","RNF7"
"Trim10","ENSMUSG00000073400","TRIM10"
"Rnps1","ENSMUSG00000034681","RNPS1"
"Robo1","ENSMUSG00000022883","ROBO1"
"Rock1","ENSMUSG00000024290","ROCK1"
"Rock2","ENSMUSG00000020580","ROCK2"
"Slc22a8","ENSMUSG00000063796","SLC22A8"
"Rom1","ENSMUSG00000071648","ROM1"
"Mst1r","ENSMUSG00000032584","MST1R"
"Rora","ENSMUSG00000032238","RORA"
"Rorc","ENSMUSG00000028150","RORC"
"Ros1","ENSMUSG00000019893","ROS1"
"Rp1","ENSMUSG00000025900","RP1"
"Rp2","ENSMUSG00000060090","RP2"
"Rpa2","ENSMUSG00000028884","RPA2"
"Rpe65","ENSMUSG00000028174","RPE65"
"Rpgr","ENSMUSG00000031174","RPGR"
"Rph3a","ENSMUSG00000029608","RPH3A"
"Rpia","ENSMUSG00000053604","RPIA"
"Rpl10a","ENSMUSG00000037805","RPL10A"
"Rpl18","ENSMUSG00000059070","RPL18"
"Rpl19","ENSMUSG00000017404","RPL19"
"Rpl21","ENSMUSG00000041453","RPL21"
"Rpl22","ENSMUSG00000028936","RPL22"
"Rpl26","ENSMUSG00000060938","RPL26"
"Rpl27","ENSMUSG00000063316","RPL27"
"Rpl28","ENSMUSG00000030432","RPL28"
"Rpl30","ENSMUSG00000058600","RPL30"
"Rpl37a","ENSMUSG00000046330","RPL37A"
"Rpl6","ENSMUSG00000029614","RPL6"
"Rpl7","ENSMUSG00000043716","RPL7"
"Rpl9","ENSMUSG00000047215","RPL9"
"Rpn2","ENSMUSG00000027642","RPN2"
"Polr1c","ENSMUSG00000067148","POLR1C"
"Polr1b","ENSMUSG00000027395","POLR1B"
"Polr1d","ENSMUSG00000029642","POLR1D"
"Polr1a","ENSMUSG00000049553","POLR1A"
"Polr2a","ENSMUSG00000005198","POLR2A"
"Polr2c","ENSMUSG00000031783","POLR2C"
"Polr2j","ENSMUSG00000039771","POLR2J"
"Sub1","ENSMUSG00000022205","SUB1"
"Pdc","ENSMUSG00000006007","PDC"
"Rps12","ENSMUSG00000061983","RPS12"
"Rps14","ENSMUSG00000024608","RPS14"
"Rps15","ENSMUSG00000063457","RPS15"
"Rps16","ENSMUSG00000037563","RPS16"
"Rps17","ENSMUSG00000061787","RPS17"
"Rps18","ENSMUSG00000008668","RPS18"
"Rps19","ENSMUSG00000040952","RPS19"
"Rps24","ENSMUSG00000025290","RPS24"
"Rps29","ENSMUSG00000034892","RPS29"
"Rps4x","ENSMUSG00000031320","RPS4Y1"
"Rps5","ENSMUSG00000012848","RPS5"
"Rps6","ENSMUSG00000028495","RPS6"
"Rps6ka1","ENSMUSG00000003644","RPS6KA1"
"Rps6ka2","ENSMUSG00000023809","RPS6KA2"
"Rps7","ENSMUSG00000061477","RPS7"
"Rps8","ENSMUSG00000047675","RPS8"
"Rptn","ENSMUSG00000041984","RPTN"
"Rras","ENSMUSG00000038387","RRAS"
"Rrh","ENSMUSG00000028012","RRH"
"Rrm1","ENSMUSG00000030978","RRM1"
"Rrm2","ENSMUSG00000020649","RRM2"
"Rs1","ENSMUSG00000031293","RS1"
"Dhrs3","ENSMUSG00000066026","DHRS3"
"Rsu1","ENSMUSG00000026727","RSU1"
"Rtkn","ENSMUSG00000034930","RTKN"
"Rtn2","ENSMUSG00000030401","RTN2"
"Rtn3","ENSMUSG00000024758","RTN3"
"Hps6","ENSMUSG00000074811","HPS6"
"Ruvbl2","ENSMUSG00000003868","RUVBL2"
"Rxra","ENSMUSG00000015846","RXRA"
"Rxrb","ENSMUSG00000039656","RXRB"
"Rxrg","ENSMUSG00000015843","RXRG"
"Uimc1","ENSMUSG00000025878","UIMC1"
"Ncor1","ENSMUSG00000018501","NCOR1"
"Nr1h4","ENSMUSG00000047638","NR1H4"
"Ryk","ENSMUSG00000032547","RYK"
"Ryr1","ENSMUSG00000030592","RYR1"
"Ryr2","ENSMUSG00000021313","RYR2"
"Ryr3","ENSMUSG00000057378","RYR3"
"S100a1","ENSMUSG00000044080","S100A1"
"S100a10","ENSMUSG00000041959","S100A10"
"S100a13","ENSMUSG00000042312","S100A13"
"S100a3","ENSMUSG00000001021","S100A3"
"S100a4","ENSMUSG00000001020","S100A4"
"S100a5","ENSMUSG00000001023","S100A5"
"S100a6","ENSMUSG00000001025","S100A6"
"S100a8","ENSMUSG00000056054","S100A8"
"S100a9","ENSMUSG00000056071","S100A9"
"S100b","ENSMUSG00000033208","S100B"
"Prrx2","ENSMUSG00000039476","PRRX2"
"Saa1","ENSMUSG00000074115","SAA1"
"Saa2","ENSMUSG00000057465","SAA1"
"Saa4","ENSMUSG00000040017","SAA2-SAA4"
"Sag","ENSMUSG00000056055","SAG"
"Acsm3","ENSMUSG00000030935","ACSM3"
"Khdrbs1","ENSMUSG00000028790","KHDRBS1"
"Apcs","ENSMUSG00000026542","APCS"
"Sap18","ENSMUSG00000021963","SAP18"
"Sar1a","ENSMUSG00000020088","SAR1A"
"Sars","ENSMUSG00000068739","SARS"
"Sart1","ENSMUSG00000039148","SART1"
"Sat1","ENSMUSG00000025283","SAT1"
"Satb1","ENSMUSG00000023927","SATB1"
"Nkx1-2","ENSMUSG00000048528","NKX1-2"
"Atxn1","ENSMUSG00000046876","ATXN1"
"Atxn2","ENSMUSG00000042605","ATXN2"
"Serpinb3a","ENSMUSG00000044594","SERPINB4"
"Scd1","ENSMUSG00000037071","SCD"
"Scg2","ENSMUSG00000050711","SCG2"
"Scg3","ENSMUSG00000032181","SCG3"
"Clec11a","ENSMUSG00000004473","CLEC11A"
"Stmn2","ENSMUSG00000027500","STMN2"
"Scin","ENSMUSG00000002565","SCIN"
"Stmn3","ENSMUSG00000027581","STMN3"
"Scn10a","ENSMUSG00000034533","SCN10A"
"Scn1a","ENSMUSG00000064329","SCN1A"
"Scn1b","ENSMUSG00000019194","SCN1B"
"Scn3a","ENSMUSG00000057182","SCN3A"
"Scn5a","ENSMUSG00000032511","SCN5A"
"Scn7a","ENSMUSG00000034810","SCN7A"
"Scn8a","ENSMUSG00000023033","SCN8A"
"Scn9a","ENSMUSG00000075316","SCN9A"
"Scnn1a","ENSMUSG00000030340","SCNN1A"
"Scnn1b","ENSMUSG00000030873","SCNN1B"
"Scnn1g","ENSMUSG00000000216","SCNN1G"
"Scp2","ENSMUSG00000028603","SCP2"
"Scrg1","ENSMUSG00000031610","SCRG1"
"Zc3h7b","ENSMUSG00000022390","ZC3H7B"
"Msr1","ENSMUSG00000025044","MSR1"
"Scx","ENSMUSG00000034161","SCX"
"Ccl1","ENSMUSG00000020702","CCL1"
"Ccl11","ENSMUSG00000020676","CCL11"
"Ccl12","ENSMUSG00000035352","CCL2"
"Ccl17","ENSMUSG00000031780","CCL17"
"Ccl2","ENSMUSG00000035385","CCL13"
"Ccl20","ENSMUSG00000026166","CCL20"
"Ccl22","ENSMUSG00000031779","CCL22"
"Ccl25","ENSMUSG00000023235","CCL25"
"Ccl3","ENSMUSG00000000982","CCL3L3"
"Ccl4","ENSMUSG00000018930","CCL4"
"Ccl5","ENSMUSG00000035042","CCL5"
"Cxcl2","ENSMUSG00000058427","CXCL3"
"Cxcl5","ENSMUSG00000029371","CXCL6"
"Cx3cl1","ENSMUSG00000031778","CX3CL1"
"Cxcl12","ENSMUSG00000061353","CXCL12"
"Sdf2","ENSMUSG00000002064","SDF2"
"Serpinf1","ENSMUSG00000000753","SERPINF1"
"Sdf4","ENSMUSG00000029076","SDF4"
"Sfrp2","ENSMUSG00000027996","SFRP2"
"Frrs1","ENSMUSG00000033386","FRRS1"
"Sord","ENSMUSG00000027227","SORD"
"Cavin2","ENSMUSG00000045954","CAVIN2"
"Sec22b","ENSMUSG00000027879","SEC22B"
"Sec23a","ENSMUSG00000020986","SEC23A"
"Sec61g","ENSMUSG00000078974","SEC61G"
"Exoc4","ENSMUSG00000029763","EXOC4"
"Sel1l","ENSMUSG00000020964","SEL1L"
"Sele","ENSMUSG00000026582","SELE"
"Glg1","ENSMUSG00000003316","GLG1"
"Selenbp1","ENSMUSG00000068874","SELENBP1"
"Selenbp2","ENSMUSG00000068877","SELENBP1"
"Sell","ENSMUSG00000026581","SELL"
"Selp","ENSMUSG00000026580","SELP"
"Selplg","ENSMUSG00000048163","SELPLG"
"Sema3a","ENSMUSG00000028883","SEMA3A"
"Sema3b","ENSMUSG00000057969","SEMA3B"
"Sema3c","ENSMUSG00000028780","SEMA3C"
"Sema3e","ENSMUSG00000063531","SEMA3E"
"Sema3f","ENSMUSG00000034684","SEMA3F"
"Sema4a","ENSMUSG00000028064","SEMA4A"
"Sema4b","ENSMUSG00000030539","SEMA4B"
"Sema4c","ENSMUSG00000026121","SEMA4C"
"Sema4d","ENSMUSG00000021451","SEMA4D"
"Sema4f","ENSMUSG00000000627","SEMA4F"
"Sema5a","ENSMUSG00000022231","SEMA5A"
"Sema5b","ENSMUSG00000052133","SEMA5B"
"Sema6a","ENSMUSG00000019647","SEMA6A"
"Sema6b","ENSMUSG00000001227","SEMA6B"
"Sema6c","ENSMUSG00000038777","SEMA6C"
"Sema7a","ENSMUSG00000038264","SEMA7A"
"Sept8","ENSMUSG00000018398","SEPT8"
"Selenop","ENSMUSG00000064373","SELENOP"
"Selenow","ENSMUSG00000041571","SELENOW"
"Sez6","ENSMUSG00000000632","SEZ6"
"Foxp3","ENSMUSG00000039521","FOXP3"
"Spi1","ENSMUSG00000002111","SPI1"
"Sfrp1","ENSMUSG00000031548","SFRP1"
"Frzb","ENSMUSG00000027004","FRZB"
"Sfrp4","ENSMUSG00000021319","SFRP4"
"Srsf2","ENSMUSG00000034120","SRSF2"
"Srsf3","ENSMUSG00000071172","SRSF3"
"Sftpa1","ENSMUSG00000021789","SFTPA1"
"Sftpb","ENSMUSG00000056370","SFTPB"
"Sftpc","ENSMUSG00000022097","SFTPC"
"Sftpd","ENSMUSG00000021795","SFTPD"
"Sgca","ENSMUSG00000001508","SGCA"
"Sgce","ENSMUSG00000004631","SGCE"
"Sgk1","ENSMUSG00000019970","SGK1"
"Scg5","ENSMUSG00000023236","SCG5"
"Sgpl1","ENSMUSG00000020097","SGPL1"
"Sh2b1","ENSMUSG00000030733","SH2B1"
"Sh2d1a","ENSMUSG00000005696","SH2D1A"
"Sh3bp1","ENSMUSG00000022436","SH3BP1"
"Zfp106","ENSMUSG00000027288","ZNF106"
"Itsn2","ENSMUSG00000020640","ITSN2"
"Sh3gl2","ENSMUSG00000028488","SH3GL2"
"Sh3gl1","ENSMUSG00000003200","SH3GL1"
"Sh3gl3","ENSMUSG00000030638","SH3GL3"
"Ostf1","ENSMUSG00000024725","OSTF1"
"Sorbs3","ENSMUSG00000022091","SORBS3"
"Sorbs1","ENSMUSG00000025006","SORBS1"
"Shbg","ENSMUSG00000005202","SHBG"
"Shc1","ENSMUSG00000042626","SHC1"
"Shc3","ENSMUSG00000021448","SHC3"
"Shcbp1","ENSMUSG00000022322","SHCBP1"
"Shd","ENSMUSG00000039154","SHD"
"Sem1","ENSMUSG00000042541","SEM1"
"Shh","ENSMUSG00000002633","SHH"
"Shmt1","ENSMUSG00000020534","SHMT1"
"Shox2","ENSMUSG00000027833","SHOX2"
"Cyfip1","ENSMUSG00000030447","CYFIP1"
"Pmel","ENSMUSG00000025359","PMEL"
"Siah1a","ENSMUSG00000036840","SIAH1"
"Siah2","ENSMUSG00000036432","SIAH2"
"St6gal1","ENSMUSG00000022885","ST6GAL1"
"St3gal3","ENSMUSG00000028538","ST3GAL3"
"St3gal1","ENSMUSG00000013846","ST3GAL1"
"St3gal4","ENSMUSG00000032038","ST3GAL4"
"St3gal2","ENSMUSG00000031749","ST3GAL2"
"St6galnac1","ENSMUSG00000009588","ST6GALNAC1"
"St6galnac2","ENSMUSG00000057286","ST6GALNAC2"
"St6galnac3","ENSMUSG00000052544","ST6GALNAC3"
"St6galnac4","ENSMUSG00000079442","ST6GALNAC4"
"St8sia1","ENSMUSG00000030283","ST8SIA1"
"St8sia2","ENSMUSG00000025789","ST8SIA2"
"St8sia3","ENSMUSG00000056812","ST8SIA3"
"St8sia4","ENSMUSG00000040710","ST8SIA4"
"St3gal5","ENSMUSG00000056091","ST3GAL5"
"Ptk6","ENSMUSG00000038751","PTK6"
"Stil","ENSMUSG00000028718","STIL"
"Tra2b","ENSMUSG00000022858","TRA2B"
"Cox7a2l","ENSMUSG00000024248","COX7A2L"
"Sim1","ENSMUSG00000019913","SIM1"
"Sim2","ENSMUSG00000062713","SIM2"
"Sin3a","ENSMUSG00000042557","SIN3A"
"Sin3b","ENSMUSG00000031622","SIN3B"
"Sipa1","ENSMUSG00000056917","SIPA1"
"Six1","ENSMUSG00000051367","SIX1"
"Six2","ENSMUSG00000024134","SIX2"
"Six3","ENSMUSG00000038805","SIX3"
"Six4","ENSMUSG00000034460","SIX4"
"Six5","ENSMUSG00000040841","SIX5"
"Six6","ENSMUSG00000021099","SIX6"
"Vps4b","ENSMUSG00000009907","VPS4B"
"Clpb","ENSMUSG00000001829","CLPB"
"Ski","ENSMUSG00000029050","SKI"
"Skil","ENSMUSG00000027660","SKIL"
"Sla","ENSMUSG00000022372","SLA"
"Slbp","ENSMUSG00000004642","SLBP"
"Slc10a1","ENSMUSG00000021135","SLC10A1"
"Slc10a2","ENSMUSG00000023073","SLC10A2"
"Slc12a1","ENSMUSG00000027202","SLC12A1"
"Slc12a2","ENSMUSG00000024597","SLC12A2"
"Slc12a3","ENSMUSG00000031766","SLC12A3"
"Slc12a4","ENSMUSG00000017765","SLC12A4"
"Slc12a7","ENSMUSG00000017756","SLC12A7"
"Slc13a2","ENSMUSG00000001095","SLC13A2"
"Slc16a1","ENSMUSG00000032902","SLC16A1"
"Slc16a2","ENSMUSG00000033965","SLC16A2"
"Slc16a7","ENSMUSG00000020102","SLC16A7"
"Slc17a1","ENSMUSG00000021335","SLC17A1"
"Slc34a1","ENSMUSG00000021490","SLC34A1"
"Slc18a3","ENSMUSG00000100241","SLC18A3"
"Slc19a1","ENSMUSG00000001436","SLC19A1"
"Slc1a1","ENSMUSG00000024935","SLC1A1"
"Slc1a2","ENSMUSG00000005089","SLC1A2"
"Slc1a3","ENSMUSG00000005360","SLC1A3"
"Slc1a6","ENSMUSG00000005357","SLC1A6"
"Slc1a5","ENSMUSG00000001918","SLC1A5"
"Slc20a1","ENSMUSG00000027397","SLC20A1"
"Slc20a2","ENSMUSG00000037656","SLC20A2"
"Slc22a1","ENSMUSG00000023829","SLC22A1"
"Slc22a2","ENSMUSG00000040966","SLC22A2"
"Slc22a3","ENSMUSG00000023828","SLC22A3"
"Slc22a5","ENSMUSG00000018900","SLC22A5"
"Slc22a12","ENSMUSG00000061742","SLC22A12"
"Slc23a1","ENSMUSG00000024354","SLC23A1"
"Slc25a14","ENSMUSG00000031105","SLC25A14"
"Slc25a17","ENSMUSG00000022404","SLC25A17"
"Slc2a1","ENSMUSG00000028645","SLC2A1"
"Slc2a2","ENSMUSG00000027690","SLC2A2"
"Slc2a3","ENSMUSG00000003153","SLC2A3"
"Slc2a4","ENSMUSG00000018566","SLC2A4"
"Slc31a1","ENSMUSG00000066150","SLC31A1"
"Slc31a2","ENSMUSG00000066152","SLC31A2"
"Slc34a2","ENSMUSG00000029188","SLC34A2"
"Slc3a1","ENSMUSG00000024131","SLC3A1"
"Slc4a1","ENSMUSG00000006574","SLC4A1"
"Slc4a1ap","ENSMUSG00000029141","SLC4A1AP"
"Slc4a2","ENSMUSG00000028962","SLC4A2"
"Slc4a3","ENSMUSG00000006576","SLC4A3"
"Slc5a1","ENSMUSG00000011034","SLC5A1"
"Slc6a2","ENSMUSG00000055368","SLC6A2"
"Slc7a5","ENSMUSG00000040010","SLC7A5"
"Slc7a7","ENSMUSG00000000958","SLC7A7"
"Slc8a1","ENSMUSG00000054640","SLC8A1"
"Slc9a1","ENSMUSG00000028854","SLC9A1"
"Slfn3","ENSMUSG00000018986","SLFN12L"
"Slfn4","ENSMUSG00000000204","SLFN12L"
"Slit1","ENSMUSG00000025020","SLIT1"
"Slit2","ENSMUSG00000031558","SLIT2"
"Slit3","ENSMUSG00000056427","SLIT3"
"Slpi","ENSMUSG00000017002","SLPI"
"Snai2","ENSMUSG00000022676","SNAI2"
"Hltf","ENSMUSG00000002428","HLTF"
"Smarca4","ENSMUSG00000032187","SMARCA4"
"Smarcb1","ENSMUSG00000000902","SMARCB1"
"Smarcc1","ENSMUSG00000032481","SMARCC1"
"Ighmbp2","ENSMUSG00000024831","IGHMBP2"
"Kdm5c","ENSMUSG00000025332","KDM5C"
"Kdm5d","ENSMUSG00000056673","KDM5D"
"Smpd1","ENSMUSG00000037049","SMPD1"
"Smpd2","ENSMUSG00000019822","SMPD2"
"Ncor2","ENSMUSG00000029478","NCOR2"
"Sms","ENSMUSG00000071708","SMS"
"Sst","ENSMUSG00000004366","SST"
"Sstr1","ENSMUSG00000035431","SSTR1"
"Sstr2","ENSMUSG00000047904","SSTR2"
"Sstr3","ENSMUSG00000044933","SSTR3"
"Sstr4","ENSMUSG00000037014","SSTR4"
"Sstr5","ENSMUSG00000050824","SSTR5"
"Sumo3","ENSMUSG00000020265","SUMO3"
"Siglec1","ENSMUSG00000027322","SIGLEC1"
"Snai1","ENSMUSG00000042821","SNAI1"
"Snap25","ENSMUSG00000027273","SNAP25"
"Snapin","ENSMUSG00000001018","SNAPIN"
"Snap91","ENSMUSG00000033419","SNAP91"
"Snca","ENSMUSG00000025889","SNCA"
"Sncg","ENSMUSG00000023064","SNCG"
"Snap23","ENSMUSG00000027287","SNAP23"
"Plk2","ENSMUSG00000021701","PLK2"
"Snn","ENSMUSG00000037972","SNN"
"Snrk","ENSMUSG00000038145","SNRK"
"Eftud2","ENSMUSG00000020929","EFTUD2"
"Snrnp70","ENSMUSG00000063511","SNRNP70"
"Snrpb","ENSMUSG00000027404","SNRPB"
"Snrpb2","ENSMUSG00000008333","SNRPB2"
"Snrpd1","ENSMUSG00000002477","SNRPD1"
"Snrpn","ENSMUSG00000102252","SNRPN"
"Snta1","ENSMUSG00000027488","SNTA1"
"Sntb1","ENSMUSG00000060429","SNTB1"
"Sntb2","ENSMUSG00000041308","SNTB2"
"Soat1","ENSMUSG00000026600","SOAT1"
"Sod1","ENSMUSG00000022982","SOD1"
"Sod2","ENSMUSG00000006818","SOD2"
"Sod3","ENSMUSG00000072941","SOD3"
"Son","ENSMUSG00000022961","SON"
"Sorl1","ENSMUSG00000049313","SORL1"
"Sort1","ENSMUSG00000068747","SORT1"
"Sos1","ENSMUSG00000024241","SOS1"
"Sos2","ENSMUSG00000034801","SOS2"
"Sox1","ENSMUSG00000096014","SOX1"
"Sox10","ENSMUSG00000033006","SOX10"
"Sox11","ENSMUSG00000063632","SOX11"
"Sox12","ENSMUSG00000051817","SOX12"
"Sox13","ENSMUSG00000070643","SOX13"
"Sox14","ENSMUSG00000053747","SOX14"
"Sox15","ENSMUSG00000041287","SOX15"
"Sox17","ENSMUSG00000025902","SOX17"
"Sox18","ENSMUSG00000046470","SOX18"
"Sox2","ENSMUSG00000074637","SOX2"
"Sox3","ENSMUSG00000045179","SOX3"
"Sox4","ENSMUSG00000076431","SOX4"
"Sox5","ENSMUSG00000041540","SOX5"
"Sox6","ENSMUSG00000051910","SOX6"
"Sox7","ENSMUSG00000063060","SOX7"
"Sox8","ENSMUSG00000024176","SOX8"
"Sox9","ENSMUSG00000000567","SOX9"
"Sp1","ENSMUSG00000001280","SP1"
"Spa17","ENSMUSG00000001948","SPA17"
"Sp3","ENSMUSG00000027109","SP3"
"Sp4","ENSMUSG00000025323","SP4"
"Sall3","ENSMUSG00000024565","SALL3"
"Sparc","ENSMUSG00000018593","SPARC"
"Sphk1","ENSMUSG00000061878","SPHK1"
"Serpina1a","ENSMUSG00000066366","SERPINA1"
"Serpina1b","ENSMUSG00000071178","SERPINA1"
"Serpina1c","ENSMUSG00000079015","SERPINA1"
"Serpina1d","ENSMUSG00000071177","SERPINA1"
"Serpina1e","ENSMUSG00000072849","SERPINA1"
"Serpini1","ENSMUSG00000027834","SERPINI1"
"Serpina3k","ENSMUSG00000058207","SERPINA3"
"Serpina3n","ENSMUSG00000021091","SERPINA3"
"Serpina3m","ENSMUSG00000079012","SERPINA3"
"Serpinb6a","ENSMUSG00000060147","SERPINB6"
"Serpine2","ENSMUSG00000026249","SERPINE2"
"Serpinb9","ENSMUSG00000045827","SERPINB9"
"Serpinb5","ENSMUSG00000067006","SERPINB5"
"Serpinb8","ENSMUSG00000026315","SERPINB8"
"Spic","ENSMUSG00000004359","SPIC"
"Spin1","ENSMUSG00000021395","SPIN1"
"Spink1","ENSMUSG00000024503","SPINK1"
"Spink4","ENSMUSG00000028415","SPINK4"
"Spint1","ENSMUSG00000027315","SPINT1"
"Spint2","ENSMUSG00000074227","SPINT2"
"Spn","ENSMUSG00000051457","SPN"
"Spta1","ENSMUSG00000026532","SPTA1"
"Sptan1","ENSMUSG00000057738","SPTAN1"
"Sptb","ENSMUSG00000021061","SPTB"
"Sptbn1","ENSMUSG00000020315","SPTBN1"
"Sptbn2","ENSMUSG00000067889","SPTBN2"
"Strbp","ENSMUSG00000026915","STRBP"
"Spock1","ENSMUSG00000056222","SPOCK1"
"Spop","ENSMUSG00000057522","SPOP"
"Spp1","ENSMUSG00000029304","SPP1"
"Spr","ENSMUSG00000033735","SPR"
"Sprr1a","ENSMUSG00000050359","SPRR1A"
"Sprr3","ENSMUSG00000045539","SPRR3"
"Sephs2","ENSMUSG00000049091","SEPHS2"
"Sptlc2","ENSMUSG00000021036","SPTLC2"
"Sqle","ENSMUSG00000022351","SQLE"
"Tmie","ENSMUSG00000049555","TMIE"
"Scarb1","ENSMUSG00000037936","SCARB1"
"Src","ENSMUSG00000027646","SRC"
"Srebf1","ENSMUSG00000020538","SREBF1"
"Srebf2","ENSMUSG00000022463","SREBF2"
"Srf","ENSMUSG00000015605","SRF"
